2025-12-26 09:42:25.169 | main | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | File read successfully: C:\CREDITOJOBS\BATCREDITO\application.properties
2025-12-26 11:07:53.392 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.392 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.392 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.392 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.392 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.392 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.392 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.392 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.392 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.392 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.393 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.393 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.393 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.393 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.393 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
2025-12-26 11:07:53.393 | pool-2-thread-1 | INFO  | mx.baz.conciliaciones.operaciones.dao.Impl.UploadInfoDaoImpl | Insertando columnas en orden: [FE_EMISI, ENT_OFI, CUENTA, DIGVER, MONEDA, GARANTIA, ESTATUS, PLAZO, PER_CAP, PER_INT, FEFORM, FEULAMO, FEPROLIQ, FEULLIQ, FEPROAMO, FEVTO, FEULPRO, FEPROPRO, TIP_CUOTA, DESCUOTA, TIP_TASA, TASA, SIT_DEUD, DES_DEUD, PRODUCTO, SUBPROD, DESCSUBP, CEN_GEST, CANAL, NUM_CTE, NOM_CTE, RFC, CTACARGO, CAN_CRDMX, SUC_CMAX, NOPEDIDO, CAN_CU_CRDMX, KEYSUC_CU_CRDMX, CTE_CMAX, TIP_PERS, MUNIC_POB, SEXO, FECH_NAC, CICLO, CUOTA, IMPCONCEP, IMPCONCEF, CAP_VIGRP, CAP_VIGRF, CAP_EXIGP, CAP_EXIGF, CAPVDONEXP, CAPVDONEXF, CAPVDOEXIP, CAPVDOEXIF, SDO_REALP, SDO_REALF, INTDEVNEXP, INTDEVNEXF, INT_VIGP, INT_VIGF, INT_TRANSP, INT_TRANSF, INT_VENCP, INT_VENCF, INTDEVDVDF, SEGUROS, FACTSEGUROVIDA, FACTSEGURODANOS, RESP_TOT, IMP_GTIA, INTCAPP, INTCAPF, INTCAPACMP, INTCAPACMF, SALINSOPAS, INTPASIVO, INTMORAP, INTMORAF, IVAINTSEG, IVADEVNOCOBR, IVASUPSPENDI, IVAINTMORA, TASACALCINTMOR, FECHAULTABONO, DIASEMANA, NOMBRE, APEPAT, APEMAT, CODPOST, ESTADO, MUNICE, SEM_ATRASO, CONTROL, fcusuario, fifecha]
